epoch,class_output_accuracy,class_output_loss,class_output_top3_accuracy,crop_output_accuracy,crop_output_loss,crop_output_top2_accuracy,learning_rate,loss,val_class_output_accuracy,val_class_output_loss,val_class_output_top3_accuracy,val_crop_output_accuracy,val_crop_output_loss,val_crop_output_top2_accuracy,val_loss
10,0.6015037298202515,1.5526268482208252,0.8270676732063293,0.7481203079223633,0.9316411018371582,0.8609022498130798,0.0007999999797903001,2.275219202041626,0.5614035129547119,1.6005622148513794,0.8245614171028137,0.8245614171028137,0.8424543142318726,0.8771929740905762,2.281818151473999
11,0.6127819418907166,1.5175796747207642,0.8345864415168762,0.7255638837814331,0.9003462791442871,0.8684210777282715,0.0007999999797903001,2.232708215713501,0.5964912176132202,1.4944597482681274,0.8421052694320679,0.8421052694320679,0.758647084236145,0.859649121761322,2.1468334197998047
12,0.6616541147232056,1.3406157493591309,0.88345867395401,0.8082706928253174,0.7118782997131348,0.9210526347160339,0.0007999999797903001,2.000276565551758,0.6315789222717285,1.3829065561294556,0.859649121761322,0.8421052694320679,0.6959593296051025,0.8771929740905762,2.009066343307495
13,0.6992481350898743,1.2557330131530762,0.8947368264198303,0.7969924807548523,0.757595419883728,0.8984962701797485,0.0007999999797903001,1.9311950206756592,0.6315789222717285,1.2827043533325195,0.859649121761322,0.859649121761322,0.6108464002609253,0.8947368264198303,1.8930995464324951
14,0.6766917109489441,1.2537819147109985,0.9060150384902954,0.7894737124443054,0.7422611117362976,0.9097744226455688,0.0007999999797903001,1.9165704250335693,0.6491228342056274,1.234303593635559,0.859649121761322,0.859649121761322,0.5739818811416626,0.9122806787490845,1.8365520238876343
15,0.7067669034004211,1.1921696662902832,0.8984962701797485,0.8120300769805908,0.660865843296051,0.951127827167511,0.0007999999797903001,1.8102381229400635,0.6491228342056274,1.216273307800293,0.859649121761322,0.8421052694320679,0.5535875558853149,0.8947368264198303,1.8137084245681763
16,0.7481203079223633,0.9999806880950928,0.9548872113227844,0.8646616339683533,0.5452795028686523,0.951127827167511,0.0007999999797903001,1.5909360647201538,0.6666666865348816,1.149796485900879,0.8771929740905762,0.859649121761322,0.5131400227546692,0.9298245906829834,1.737217903137207
17,0.7593985199928284,0.9478500485420227,0.9398496150970459,0.8233082890510559,0.6387427449226379,0.9210526347160339,0.0007999999797903001,1.5785821676254272,0.6491228342056274,1.1022840738296509,0.8771929740905762,0.8245614171028137,0.49223142862319946,0.9298245906829834,1.678309440612793
18,0.7556390762329102,0.9214761853218079,0.9548872113227844,0.8496240377426147,0.5615691542625427,0.932330846786499,0.0007999999797903001,1.520026445388794,0.6666666865348816,1.0773370265960693,0.8947368264198303,0.8421052694320679,0.4890931248664856,0.9473684430122375,1.6534115076065063
19,0.7819548845291138,0.8487480282783508,0.9398496150970459,0.8759398460388184,0.5497027039527893,0.9473684430122375,0.0007999999797903001,1.4397848844528198,0.6491228342056274,1.0623183250427246,0.8771929740905762,0.859649121761322,0.4595506489276886,0.9649122953414917,1.6208573579788208
20,0.8270676732063293,0.7414965629577637,0.9586465954780579,0.88345867395401,0.4228329062461853,0.9736841917037964,0.0007999999797903001,1.3004361391067505,0.7017543911933899,0.9800377488136292,0.8947368264198303,0.8771929740905762,0.41519224643707275,0.9473684430122375,1.5321288108825684
21,0.8045112490653992,0.8334931135177612,0.9285714030265808,0.8684210777282715,0.43929821252822876,0.9548872113227844,0.0007999999797903001,1.4010874032974243,0.6842105388641357,1.0222175121307373,0.8947368264198303,0.8771929740905762,0.4258382320404053,0.9473684430122375,1.5768171548843384
22,0.8157894611358643,0.7284881472587585,0.9624060392379761,0.8759398460388184,0.43112677335739136,0.9849624037742615,0.0007999999797903001,1.2908564805984497,0.719298243522644,0.9501181840896606,0.8947368264198303,0.8947368264198303,0.38640880584716797,0.9473684430122375,1.5023999214172363
23,0.7969924807548523,0.7006033062934875,0.969924807548523,0.8571428656578064,0.4786188006401062,0.9398496150970459,0.0007999999797903001,1.2687631845474243,0.719298243522644,0.8877781629562378,0.8947368264198303,0.9122806787490845,0.33559733629226685,0.9824561476707458,1.4175993204116821
24,0.8233082890510559,0.7017061710357666,0.951127827167511,0.8721804618835449,0.45593568682670593,0.9586465954780579,0.0007999999797903001,1.2613526582717896,0.6842105388641357,0.9103856682777405,0.9298245906829834,0.9122806787490845,0.31232601404190063,0.9824561476707458,1.4342530965805054
25,0.8383458852767944,0.6572414636611938,0.9624060392379761,0.9135338068008423,0.38214030861854553,0.9736841917037964,0.0007999999797903001,1.1950607299804688,0.719298243522644,0.9498602151870728,0.8771929740905762,0.9122806787490845,0.31151512265205383,0.9824561476707458,1.4667623043060303
26,0.8684210777282715,0.5633259415626526,0.981203019618988,0.902255654335022,0.40176060795783997,0.9624060392379761,0.00039999998989515007,1.1221907138824463,0.6842105388641357,0.956514835357666,0.8771929740905762,0.9298245906829834,0.3191204071044922,0.9824561476707458,1.4704707860946655
27,0.8270676732063293,0.6457744836807251,0.969924807548523,0.9135338068008423,0.3384511470794678,0.9774436354637146,0.00039999998989515007,1.1870598793029785,0.6842105388641357,0.926525354385376,0.8947368264198303,0.9122806787490845,0.3119858503341675,0.9824561476707458,1.4393211603164673
